priority,shipping_cost,customer_name,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_name,country,state_region,order_date,ship_date,quantity,unit_price,discount,sales,profit
Not Specified,5.94,Glen Robertson,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,United States,Minnesota,01/06/2015,01/08/2015,13,21.78,0.03,290.22,187.2
Low,2.87,Max Hurley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,United States,Nevada,04/30/2015,05/02/2015,11,21.98,0.02,240.05,165.6345
High,2.87,Bob Berg,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,United States,Florida,03/19/2015,03/20/2015,16,21.98,0,360.03,21.096
Medium,5.53,Evan Adkins,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,United States,Connecticut,04/22/2015,04/24/2015,11,22.01,0.08,241.97,105.7
Not Specified,5.53,Laurence Simon,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,United States,Missouri,01/14/2015,01/15/2015,14,22.01,0.1,281.75,31.59
High,5.53,Molly Webster,Express Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,United States,Colorado,02/18/2015,02/19/2015,7,22.01,0.03,154.11,12.5504
High,3.63,Tracy Buckley,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Executive Impressions 14  Contract Wall Clock,United States,Arkansas,03/01/2015,03/03/2015,10,22.23,0.08,210.33,-29.61
Medium,1.99,Arthur Gold,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Verbatim DVD-R  3.95GB  SR  Mitsubishi Branded  Jewel,United States,Tennessee,06/28/2015,06/30/2015,12,22.24,0.06,255.88,95.388
High,15.1,Lois Hansen,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Flip-Chart Easel Binder  Black,United States,New York,04/05/2015,04/06/2015,26,22.38,0.1,564.98,-107.5135
High,15.1,Henry O'Connell,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Flip-Chart Easel Binder  Black,United States,Texas,04/05/2015,04/06/2015,7,22.38,0.1,152.11,-107.5135
Low,15.1,Willie Robinson,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Flip-Chart Easel Binder  Black,United States,New York,05/30/2015,06/07/2015,18,22.38,0.04,403.53,16.0218
Low,15.1,Marie Bass,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Flip-Chart Easel Binder  Black,United States,New York,02/10/2015,02/17/2015,29,22.38,0,682.68,-52.647
Low,8.99,Allison Kirby,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Executive Impressions 14  Two-Color Numerals Wall Clock,United States,Texas,01/16/2015,01/20/2015,37,22.72,0.04,832.14,70.028
High,8.99,Robyn Lyon,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Executive Impressions 14  Two-Color Numerals Wall Clock,United States,Ohio,01/08/2015,01/08/2015,1,22.72,0.03,25.26,17.4294
Not Specified,8.99,Eugene H Walsh,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Executive Impressions 14  Two-Color Numerals Wall Clock,United States,Wisconsin,06/26/2015,06/26/2015,12,22.72,0.02,289.88,200.0172
Low,8.99,Miriam Mueller,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Executive Impressions 14  Two-Color Numerals Wall Clock,United States,Tennessee,01/16/2015,01/20/2015,9,22.72,0.04,202.41,-678.496
Not Specified,11.54,Carol Wood,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1964,United States,Virginia,06/01/2015,06/03/2015,9,22.84,0.08,195.16,-477.372
Critical,5.47,Monica McCormick,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1929,United States,North Carolina,06/18/2015,06/20/2015,20,22.84,0.06,461.94,7.44
Low,16.87,Erik Barr,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1982,United States,Illinois,03/16/2015,03/16/2015,12,22.84,0.04,286.4,-97.28
Critical,16.92,Anna Ellis,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1973,United States,Minnesota,03/12/2015,03/14/2015,15,22.84,0,370.62,-83.75
Medium,8.18,Lisa Kim,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1991,United States,Florida,01/17/2015,01/17/2015,7,22.84,0.06,152.49,-357.924
Critical,11.54,Brooke Weeks Taylor,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,United States,Connecticut,06/02/2015,06/03/2015,13,22.84,0.03,312.59,91.956
Critical,11.54,Ellen Beck,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,United States,Arizona,03/25/2015,03/27/2015,1,22.84,0.06,27.67,-31.24
Medium,8.18,Angela Rose,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1991,United States,Florida,03/10/2015,03/12/2015,6,22.84,0,141.74,-110.376
Low,8.99,Martha Bowers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,United States,Ohio,04/21/2015,04/28/2015,9,22.99,0.05,214.48,18.27
Low,8.99,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,United States,California,04/21/2015,04/28/2015,37,22.99,0.05,881.74,18.27
High,6.3,Rosemary Stark,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,United States,Georgia,05/29/2015,05/31/2015,11,23.99,0.01,284.39,-6.202
Low,15.68,Marlene Harrison,Delivery Truck,Corporate,Furniture,Office Furnishings,Jumbo Drum,Westinghouse Floor Lamp with Metal Mesh Shade  Black,United States,Texas,05/05/2015,05/09/2015,12,23.99,0.05,298.51,-133.71
Low,12.98,Harriet Bowman,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,United States,South Carolina,06/02/2015,06/02/2015,1,24.92,0,32.66,-23.156
High,12.98,Toni Owens Poe,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,United States,Indiana,03/19/2015,03/19/2015,3,24.92,0.1,70.82,-45.816
Not Specified,2.99,Sharon Kessler,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Large Capacity Hanging Post Binders,United States,Wisconsin,01/21/2015,01/22/2015,15,24.95,0.01,378.82,261.3858
Critical,8.79,Jacob Lanier,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,2300 Heavy-Duty Transfer File Systems by Perma,United States,Connecticut,04/30/2015,05/01/2015,23,24.98,0.02,606.51,4.3148
Critical,8.99,Carmen Elmore,Express Air,Corporate,Furniture,Office Furnishings,Small Pack,Executive Impressions 13  Chairman Wall Clock,United States,Ohio,05/03/2015,05/06/2015,35,25.38,0.04,861.3,152.482
Medium,8.99,Sharon Marcus,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Executive Impressions 13  Chairman Wall Clock,United States,Washington,05/13/2015,05/15/2015,26,25.38,0,700.41,470.338
Not Specified,8.99,Steve O'Brien,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Executive Impressions 13  Chairman Wall Clock,United States,Illinois,06/21/2015,06/22/2015,1,25.38,0.02,34.11,-10.36
Medium,5.37,Sylvia Bush,Regular Air,Consumer,Office Supplies,Appliances,Medium Box,3M Office Air Cleaner,United States,Illinois,04/17/2015,04/17/2015,17,25.98,0.03,460.87,250.0376
High,14.36,Julian Keith Mayer,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Stack Chair without Arms  Black,United States,Florida,01/26/2015,01/27/2015,4,25.98,0.03,107.66,57.546
Critical,14.36,Malcolm Robertson,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Stack Chair without Arms  Black,United States,Texas,05/24/2015,05/25/2015,41,25.98,0.06,1033.56,55.888
Not Specified,4.08,Lester Woodward Maynard,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1799 Powerhouse™ Electric Pencil Sharpener,United States,New York,05/22/2015,05/25/2015,16,25.98,0.03,428.85,295.9065
High,5.37,Lori Wolfe,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Box,BOSTON® Ranger® #55 Pencil Sharpener  Black,United States,Mississippi,04/15/2015,04/17/2015,9,25.99,0.02,243.24,-88.158
Not Specified,5.37,Glenda Hunter,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,BOSTON® Ranger® #55 Pencil Sharpener  Black,United States,California,02/16/2015,02/18/2015,18,25.99,0.05,451.35,220.3572
High,1.39,Maureen Herbert Hood,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Quality Park Security Envelopes,United States,Wisconsin,03/18/2015,03/19/2015,13,26.17,0.01,343.54,237.0426
Not Specified,5.58,Keith R Atkinson,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1883,United States,Arizona,05/25/2015,05/26/2015,8,26.38,0.08,209.78,144.7482
High,6.93,Laurie Hanna,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,United States,Montana,05/15/2015,05/16/2015,17,26.48,0.05,455.77,314.4813
High,6.93,Tony Wilkins Winters,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,United States,New York,05/15/2015,05/16/2015,70,26.48,0.05,1876.69,384.38
Not Specified,8.23,Jacob McNeill,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Tyvek ® Top-Opening Peel & Seel Envelopes  Plain White,United States,New York,05/25/2015,05/27/2015,12,27.18,0.1,314.06,204.49
Medium,4,Gene Heath Cross,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,United States,New York,04/07/2015,04/08/2015,11,27.48,0.03,294.97,-88.8408
Not Specified,4,Stacey Hale,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,United States,New Jersey,06/15/2015,06/17/2015,15,27.48,0.04,397.17,-26.656
Low,4,Carole Rosen,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,United States,Idaho,05/20/2015,05/27/2015,3,27.48,0.02,87.21,19.308
Not Specified,19.99,Jordan Wilkinson,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer®,United States,Kentucky,01/12/2015,01/13/2015,10,27.75,0.09,257.52,-224.644
High,6.17,Sean N Boyer,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Boston Model 1800 Electric Pencil Sharpener  Gray,United States,California,04/09/2015,04/10/2015,45,28.15,0.02,1339.42,117.208
High,6.17,Gordon Walker,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Boston Model 1800 Electric Pencil Sharpener  Gray,United States,Arkansas,04/09/2015,04/10/2015,11,28.15,0.02,327.41,160.8066
Not Specified,6.17,Katharine Hudson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston Model 1800 Electric Pencil Sharpener  Gray,United States,Tennessee,01/17/2015,01/18/2015,10,28.15,0.05,282.38,-66.248
Not Specified,13.99,Lee McKenna Gregory,Express Air,Consumer,Office Supplies,Storage & Organization,Medium Box,Eldon Portable Mobile Manager,United States,South Carolina,01/06/2015,01/08/2015,12,28.28,0.01,368.84,-89.292
Not Specified,1.99,Nathan Newton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Memorex 4.7GB DVD+RW  3/Pack,United States,North Carolina,01/17/2015,01/18/2015,13,28.48,0.09,336.92,-1250.746
Critical,1.99,Patricia Cole Blair,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Memorex 4.7GB DVD+RW  3/Pack,United States,Kansas,01/16/2015,01/19/2015,7,28.48,0.09,192.3,132.687
High,1.99,Bobby Powell,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Memorex 4.7GB DVD+RW  3/Pack,United States,Iowa,01/05/2015,01/06/2015,2,28.48,0.03,55.25,-35.2904
Critical,1.99,Theresa Winters,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Memorex 4.7GB DVD+RW  3/Pack,United States,Arkansas,03/01/2015,03/02/2015,6,28.48,0.09,160.17,-17.15
High,1.49,Don Cameron,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,Iowa,03/27/2015,03/29/2015,7,28.53,0.03,197.59,136.3371
Medium,1.49,Kara Foster,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,Iowa,03/24/2015,03/27/2015,5,28.53,0.06,134.09,74.6385
High,1.49,Jeffrey Cheng,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,Wisconsin,04/28/2015,04/30/2015,6,28.53,0.09,157.33,107.45462
Low,1.49,John Morse,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,Connecticut,06/28/2015,07/01/2015,3,28.53,0.03,88.84,59.4405
High,1.49,Sara Faulkner,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,California,05/16/2015,05/17/2015,7,28.53,0.03,199.53,137.6757
Low,1.49,Louis Parrish,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,District of Columbia,06/28/2015,07/01/2015,11,28.53,0.03,325.73,39.627
Medium,1.49,Christopher Norton Patterson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',United States,Georgia,04/29/2015,04/29/2015,18,28.53,0.02,513.33,1.992
High,8.59,Andrew Gonzalez,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,United States,North Carolina,03/19/2015,03/19/2015,39,28.99,0.07,936.8,-16.06374
High,8.59,Melvin Kendall,Regular Air,Home Office,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,United States,New Mexico,02/06/2015,02/07/2015,21,28.99,0.01,556.61,196.52328
High,8.59,Stuart C Robinson,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,United States,Ohio,03/19/2015,03/19/2015,10,28.99,0.07,240.21,-12.078
Medium,4,Bradley Pollock,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Acco Keyboard-In-A-Box®,United States,New Hampshire,04/14/2015,04/16/2015,8,29.1,0.01,243.32,-22.82
High,4.86,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Snap-A-Way® Black Print Carbonless Speed Message  No Reply Area  Duplicate,United States,Texas,06/12/2015,06/14/2015,17,29.14,0.04,506.39,349.4091
Low,6.27,Calvin Parsons Walter,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Binding Machine Supplies,United States,Texas,05/02/2015,05/06/2015,14,29.17,0.07,400.47,236.2371
Not Specified,6.27,Sean Stephenson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Binding Machine Supplies,United States,Georgia,01/01/2015,01/02/2015,2,29.17,0.02,63.32,36.906
Not Specified,8.55,Sharon Ellis,Express Air,Corporate,Furniture,Office Furnishings,Small Box,Deflect-o SuperTray™ Unbreakable Stackable Tray  Letter  Black,United States,Minnesota,02/25/2015,02/27/2015,10,29.18,0.04,292.37,201.7353
Medium,7.87,Emma Bloom,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Seth Thomas 14  Putty-Colored Wall Clock,United States,Wyoming,03/15/2015,03/17/2015,22,29.34,0,668.38,385.37
Not Specified,7.87,George Terry,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Seth Thomas 14  Putty-Colored Wall Clock,United States,California,05/08/2015,05/10/2015,1,29.34,0.03,32.4,-41.32
Medium,6.64,Arnold Johnson,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Acco Perma® 2700 Stacking Storage Drawers,United States,New Jersey,04/22/2015,04/22/2015,4,29.74,0.02,120.81,-21.06
Low,1.99,Becky Farmer,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Verbatim DVD-RAM  5.2GB  Rewritable  Type 1  DS,United States,Michigan,01/12/2015,01/16/2015,1,29.89,0.01,31.96,-74.64
Low,1.99,James Nicholson,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Verbatim DVD-RAM  5.2GB  Rewritable  Type 1  DS,United States,Virginia,03/25/2015,03/27/2015,12,29.89,0.05,361.19,219.4734
Low,1.99,Jeremy Pratt,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Verbatim DVD-RAM  5.2GB  Rewritable  Type 1  DS,United States,Indiana,02/04/2015,02/09/2015,13,29.89,0.07,374.81,258.6189
Low,8.65,Philip Hawkins,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Fellowes Internet Keyboard  Platinum,United States,Missouri,01/10/2015,01/14/2015,11,30.42,0.05,334.44,-191.2576
Not Specified,8.65,Ted Dunlap,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes Internet Keyboard  Platinum,United States,New York,05/13/2015,05/15/2015,10,30.42,0.06,309.05,-159.25
Medium,1.49,Cindy McLeod,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Premier Elliptical Ring Binder  Black,United States,Iowa,01/21/2015,01/23/2015,12,30.44,0.02,386.61,266.7609
Critical,19.99,Eva Silverman,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,United States,Illinois,01/17/2015,01/17/2015,10,30.53,0.08,285.87,-239.8656
Medium,19.99,Danielle P Rao,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,United States,Oklahoma,01/17/2015,01/19/2015,14,30.53,0.02,448.47,-54.63
Low,2.99,Mary Norman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Surelock™ Post Binders,United States,California,05/25/2015,05/27/2015,17,30.56,0.08,511.42,352.8798
Medium,2.99,Marjorie Burnette,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Surelock™ Post Binders,United States,Tennessee,02/07/2015,02/07/2015,12,30.56,0.07,364.92,-95.6186
Medium,4,Crystal Floyd,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,United States,Michigan,01/21/2015,01/22/2015,12,30.73,0.04,355.21,-20.79
Medium,4,Wesley Tate,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,United States,Illinois,01/21/2015,01/22/2015,48,30.73,0.04,1420.84,-20.79
Critical,4,Geraldine Puckett,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,United States,Oregon,03/19/2015,03/19/2015,14,30.73,0.08,429.33,-45.07
Not Specified,4,Gerald Kearney,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,United States,Illinois,04/09/2015,04/09/2015,7,30.73,0.09,203.49,-99.9864
